,0,1
15192,thw,2
15193,suckles,5
15194,clownish,1
15195,lox,2
15196,grl,1
15197,bonzai,3
15198,apt,2
15199,bldg,2
15200,brach,3
15201,patty,21
15202,neapolitan,3
15203,exhibited,3
15204,ordained,1
15205,corned,13
15206,redhead,3
15207,skullcap,1
15208,straight-line,1
15209,forests,4
15210,shoelace,8
15211,parkas,1
15212,redneck,1
15213,lacking,6
15214,self-consciousness,1
15215,poop,13
15216,tapestries,3
15217,colliding,11
15218,anmal,1
15219,gerania,1
15220,zippers,5
15221,sources,3
15222,consistent,1
15223,glitter,1
15224,scrapers,2
15225,woopie,1
15226,cushio,1
15227,realistic,9
15228,prowess,2
15229,butoniere,1
15230,numeric,1
15231,coupons,5
15232,carpers,1
15233,campfire,7
15234,stencilled,1
15235,draperies/,1
15236,maneuvered,2
15237,earn,2
15238,birhtday,1
15239,explains,6
15240,witb,3
15241,snoe,1
15242,harrow,2
15243,h19,1
15244,wreckage,5
15245,hand-fed,2
15246,ruff,1
15247,hounds,5
15248,hunt,2
15249,practical,5
15250,retired,4
15251,skimpy,7
15252,reminds,4
15253,indonesian,1
15254,skeletal,2
15255,approximately,4
15256,white-themed,1
15257,highways,4
15258,duval,2
15259,illegaly,1
15260,clink,1
15261,atyoung,1
15262,necking,4
15263,lan,3
15264,cadre,1
15265,grey-blue,1
15266,boomarang,1
15267,jetairfly,1
15268,concourse,5
15269,lumberjacks,1
15270,double-deckered,1
15271,jellyfish,2
15272,graveled,6
15273,dorm-type,1
15274,monetary,1
15275,sunk,5
15276,twice,4
15277,ltan,1
15278,wheel-less,1
15279,stamp,13
15280,events,4
15281,foriegn,1
15282,appendages,1
15283,ua,1
15284,foster,2
15285,arge,3
15286,corner-set,1
15287,figuring,5
15288,sacks,6
15289,tripos,1
15290,clydesdales,4
15291,photos-one,1
15292,jt,2
15293,scanty,2
15294,voered,1
15295,electonic,2
15296,coupl,3
15297,crotch,11
15298,semis,7
15299,submerging,1
15300,commute,6
15301,palm-up,1
15302,divert,1
15303,confusedly,2
15304,ryanair,3
15305,irding,1
15306,landscapred,1
15307,taxied,2
15308,silverwards,1
15309,bagage,1
15310,alight,5
15311,intense-looking,1
15312,raabe,1
15313,particularly,4
15314,believing,8
15315,electrified,1
15316,worms,9
15317,insects,6
15318,personable,1
15319,knelling,5
15320,diagnolly,1
15321,islands,3
15322,groundhog,1
15323,hues,1
15324,canopied,5
15325,othes,1
15326,knelt,12
15327,disappointment,1
15328,octopuses,4
15329,scripted,1
15330,multi-tiered,7
15331,morgan,5
15332,topsand,1
15333,cabinettes,1
15334,nicnacs,2
15335,decortive,2
15336,armrests,3
15337,escalators,5
15338,yolk,3
15339,pathways,3
15340,ballast,1
15341,sears,2
15342,smiled,1
15343,undressed,5
15344,refreigerator,1
15345,miniatures,3
15346,compote,2
15347,fasioned,3
15348,maniquin,1
15349,aquariums,1
15350,alond,1
15351,fettuccine,5
15352,rude,2
15353,carry-on,7
15354,thrust,2
15355,bleeds,1
15356,chaffers,1
15357,gumball,1
15358,cheezy,1
15359,anaimsl,1
15360,appeared,3
15361,replaces,1
15362,preparations,6
15363,different-colored,1
15364,headbands,4
15365,lunatic,2
15366,snowmobiles,3
15367,rain-soaked,3
15368,lark,1
15369,porta,4
15370,potties,3
15371,oclock,2
15372,manuever,5
15373,motorola,15
15374,jogger,2
15375,dashing,1
15376,burritos,12
15377,toilitries,1
15378,malnourished,6
15379,earrings,19
15380,white-haired,3
15381,immersed,2
15382,hooved,1
15383,showerhead,6
15384,networked,2
15385,nationwide,2
15386,seller,2
15387,white-dressed,1
15388,grossing,2
15389,guise,1
15390,bumpy,3
15391,pastures,7
15392,meny,1
15393,old-model,1
15394,tribute,3
15395,infowars,2
15396,com,7
15397,fanning,6
15398,jordanian,1
15399,provisions,1
15400,antler,3
15401,soft-seat,1
15402,faccia,1
15403,separates,8
15404,insert,4
15405,worthy,2
15406,7th,3
15407,lakeside,9
15408,weigh,2
15409,reconditioned,1
15410,nourishes,1
15411,156,1
15412,cascading,4
15413,bue,2
15414,stadning,3
15415,equipmnt,1
15416,upclose,9
15417,brownish,9
15418,eve,3
15419,rackes,1
15420,seperating,5
15421,44,1
15422,fillet,5
15423,make-shift,3
15424,plumes,6
15425,dawdling,2
15426,racquetball,2
15427,babes,3
15428,stooped,4
15429,drs,1
15430,nested,1
15431,peripheral,8
15432,hand-scrawled,1
15433,bathrom,3
15434,sreen,2
15435,tornado,2
15436,scisors,1
15437,defecating,2
15438,midway,5
15439,over-head,2
15440,dyrant,1
15441,receives,8
15442,louvered,3
15443,venues,2
15444,skylines,1
15445,contraptions,2
15446,elsewhere,2
15447,winnie,19
15448,sink/cabinet,1
15449,passe,2
15450,mart,1
15451,6-tier,1
15452,announcements,2
15453,defended,1
15454,widths,1
15455,companions,8
15456,dappled,5
15457,humorous,17
15458,connecting,23
15459,shingobee,1
15460,jockeying,1
15461,scotland,6
15462,kitschy,3
15463,fighter-like,1
15464,milkshake,14
15465,frameless,1
15466,life-size,5
15467,jetter,1
15468,crossbeams,1
15469,unfathomable,3
15470,sphinx,2
15471,innocently,3
15472,sari,3
15473,easter,9
15474,round-cornered,1
15475,concealing,1
15476,up-ramp,1
15477,forbidding,2
15478,dirtbikes,4
15479,cheerleaders,2
15480,transmit,1
15481,misc,4
15482,transporter,2
15483,praying,12
15484,residences,4
15485,quayside,1
15486,meadows,4
15487,bumber,1
15488,sting,3
15489,furiously,3
15490,bnsf,1
15491,surmount,1
15492,tint,11
15493,thrift,5
15494,blac,2
15495,vacuuming,4
15496,sungalsses,1
15497,all-war,2
15498,oscillating,1
15499,trucking,9
15500,sends,4
15501,knolls,2
15502,sevoflurane,1
15503,ollying,1
15504,woodpeckers,4
15505,hurst,3
15506,swiflty,1
15507,experiencing,3
15508,viewm,1
15509,ninjas,1
15510,tulip,6
15511,trackwith,1
15512,beach-goers,4
15513,blue/black,2
15514,blazers,3
15515,cornflakes,4
15516,designing,3
15517,existential,1
15518,pinks,2
15519,gracing,2
15520,gilded,16
15521,gir,2
15522,turmac,2
15523,rhinoceroses,2
15524,refinished,2
15525,darting,3
15526,birdcages,4
15527,rosemary,3
15528,helper,1
15529,biplanes,7
15530,transi,1
15531,soffa,1
15532,deep-blue,1
15533,somberly,3
15534,baf,1
15535,ferries,7
15536,till,4
15537,bentley,2
15538,dawned,1
15539,getitng,1
15540,marbles,3
15541,llies,1
15542,overtake,1
15543,westward,1
15544,ho,3
15545,khakis,7
15546,disfigured,3
15547,seminar,12
15548,examing,1
15549,municipality,1
15550,inclement,3
15551,bandmate,1
15552,hunting,17
15553,jumbotron,1
15554,fitzgerald,1
15555,dyrgas,4
15556,supertrain,1
15557,fabreeze,1
15558,googley,2
15559,equipement,1
15560,schoolgirls,3
15561,rdiidng,1
15562,quarry,4
15563,salvage,1
15564,depended,1
15565,turbans,7
15566,freaky,2
15567,two-tone,3
15568,wraped,3
15569,relocates,1
15570,wolf,15
15571,flesh,6
15572,heavy-set,3
15573,dribbling,8
15574,disrupt,1
15575,baste,2
15576,deil,1
15577,photobombs,1
15578,whips,1
15579,dextrous,2
15580,wizardry,1
15581,eclairs,4
15582,coasting,5
15583,valcano,1
15584,yonge,1
15585,palette,3
15586,eying,5
15587,aspiring,1
15588,hush,8
15589,wiggly,3
15590,oceanic,1
15591,sludge,2
15592,uninviting,2
15593,careful,12
15594,tasble,4
15595,fouls,2
15596,backstop,1
15597,nye,1
15598,showboat,4
15599,onboard,7
15600,roping,7
15601,finnish,2
15602,greetings,4
15603,wincing,2
15604,rosy,3
15605,non-color,1
15606,instructors,3
15607,sam,6
15608,enjoyment,5
15609,matress,9
15610,abound,1
15611,deaker,4
15612,reachign,1
15613,flyiing,2
15614,rattan,4
15615,sweaty,8
15616,evidently,5
15617,aeriel,1
15618,cyce,1
15619,participting,1
15620,caravan,9
15621,emblems,6
15622,bails,9
15623,tens,4
15624,parisian,1
15625,erector,2
15626,averyw,1
15627,grafted,1
15628,tracker,3
15629,count,3
15630,likeness,3
15631,footwear,3
15632,benefits,2
15633,hocket,1
15634,offramp,1
15635,nobles,1
15636,activated,2
15637,rassy,1
15638,evergreen-covered,1
15639,mid-ground,1
15640,ski-pole,1
15641,95th,4
15642,intersect,2
15643,ladel,2
15644,sidecars,5
15645,swine,1
15646,corrected,6
15647,cartoonish,7
15648,softwood,1
15649,701,1
15650,matte,3
15651,zinc,1
15652,articulo,1
15653,123,1
15654,headquarters,2
15655,seater,4
15656,bahamas,2
15657,377,1
15658,slided,1
15659,black/white,2
15660,boeing,8
15661,doormat,2
15662,assorting,1
15663,kinda,2
15664,sleepy-eyed,1
15665,interestingly,1
15666,eccentrically,1
15667,mishapen,1
15668,uneven,8
15669,bellon,1
15670,mahout,2
15671,civilian,1
15672,replicates,2
15673,360,5
15674,catseye,1
15675,apac,1
15676,hastily,3
15677,mae,1
15678,alfredo,7
15679,rippled,3
15680,amuse,1
15681,users,6
15682,retain,2
15683,spaceship,5
15684,kfc,6
15685,remotw,1
15686,specifying,2
15687,firestone,1
15688,conglomerate,1
15689,despondently,1
15690,suicide,3
15691,worse,1
15692,allen,3
15693,scears,4
15694,actor,5
15695,actress,3
15696,antennae,6
15697,vanishing,1
15698,treelined,2
15699,flavorings,2
15700,conferencing,1
15701,assumes,1
15702,aree,1
15703,mugging,1
15704,bighorn,3
15705,topsy,1
15706,turvy,1
15707,32nd,1
15708,spikes,6
15709,create,21
15710,clollecting,1
15711,cologne,5
15712,sunburst,1
15713,floormat,1
15714,long-distance,1
15715,swag,2
15716,sunday,7
15717,rackt,1
15718,rut,1
15719,octave,1
15720,nose/,1
15721,co-ed,1
15722,luxuriously,2
15723,composing,2
15724,requesting,3
15725,padlocks,1
15726,second-story,1
15727,floatation,2
15728,olden,4
15729,mosque,4
15730,gully,2
15731,isreal,1
15732,werid,3
15733,brimming,3
15734,tee-shirt,6
15735,meshing,1
15736,draping,3
15737,light-tan,1
15738,unvarnished,1
15739,manage,4
15740,peep,7
15741,broccoloi,1
15742,jack-o-lantern,3
15743,swipes,2
15744,gazebos,3
15745,giffaras,1
15746,dressor,1
15747,fogged,6
15748,smirky,1
15749,vender,8
15750,creativity,2
15751,kerns,1
15752,cursing,2
15753,essy,1
15754,bemoated,1
15755,brochure,6
15756,sumptuous,2
15757,arbour,1
15758,drilling,5
15759,equiptment,3
15760,popsicle,11
15761,paned,2
15762,raccoon,7
15763,classically,1
15764,shit,16
15765,scattering,2
15766,traps,3
15767,untucked,1
15768,peolpe,1
15769,motercycles,3
15770,oin,8
15771,11am,2
15772,according,7
15773,negotiates,2
15774,substituted,2
15775,challenges,1
15776,heats,3
15777,grandparents,4
15778,mutt,1
15779,hindquarters,2
15780,scaling,4
15781,heinz,3
15782,toucan,2
15783,sovereign,3
15784,villaraigosa,1
15785,bike-related,2
15786,overcome,3
15787,yoshi,1
15788,grass-swept,1
15789,front-loading,2
15790,skateramp,1
15791,graffiti-covered,6
15792,glamour,1
15793,hates,2
15794,petland,1
15795,togehter,2
15796,efficient,10
15797,technicians,6
15798,astroturf,5
15799,instructed,2
15800,rights,6
15801,identity,3
15802,issues,4
15803,representatives,2
15804,governments,1
15805,cultivate,1
15806,scavengers,1
15807,moulded,2
15808,pancackes,1
15809,denver,3
15810,cranberries,9
15811,kenya,3
15812,cavalry,4
15813,bluff,7
15814,earthen,3
15815,backlight,1
15816,paper&white,1
15817,depressors,1
15818,eggplants,2
15819,blackface,1
15820,alitala,1
15821,two-way,3
15822,urials,1
15823,well-organized,6
15824,raqcuet,1
15825,manor,1
15826,stringy,2
15827,post-it,4
15828,to-lit,1
15829,aromas,1
15830,f250,1
15831,tied-back,1
15832,artisitic,2
15833,swimwear,6
15834,1940s,3
15835,spied,1
15836,jcpenney,1
15837,waterbirds,2
15838,redheaded,11
15839,hunting/sporting,1
15840,41,4
15841,semicircle,4
15842,mucky,2
15843,high-fiving,2
15844,woolen,6
15845,railoroad,1
15846,ikers,1
15847,indicated,7
15848,specks,3
15849,doin,2
15850,heerding,1
15851,half-door,1
15852,problems,2
15853,snowborders,1
15854,emu,6
15855,long-sleeved,1
15856,retrieved,3
15857,areal,4
15858,extention,1
15859,painter,4
15860,miserable,2
15861,washtub,2
15862,warthogs,2
15863,focusing,15
15864,torrent,2
15865,whikle,1
15866,dept,3
15867,falafel,3
15868,paraskiers,1
15869,foreman,1
15870,vibrating,2
15871,trading,3
15872,swirls,5
15873,elders,5
15874,paperweight,2
15875,rented,2
15876,test,21
15877,18-wheeler,2
15878,instruct,4
15879,21st,1
15880,cheeto,2
15881,stractighing,1
15882,purchases,3
15883,changed,14
15884,curio,7
15885,gummies,1
15886,kurig,1
15887,teennis,1
15888,habitation,3
15889,gobbling,1
15890,ownder,1
15891,refurbished,6
15892,moveable,1
15893,perpendicularly,1
15894,airier,1
15895,autopista,1
15896,lentil,1
15897,dinnerware,11
15898,mand,5
15899,meetings,1
15900,sugarcane,1
15901,penns,1
15902,tubing,5
15903,fruist,1
15904,zeebras,3
15905,simplistic,4
15906,dar,1
15907,multi0colored,1
15908,trombone,5
15909,fpor,1
15910,menacing,3
15911,unlit,11
15912,white-and-brown,1
15913,flower-print,1
15914,enabled,1
15915,first-person,3
15916,ecorated,1
15917,loungchairs,1
15918,uncle,3
15919,semitrailer,4
15920,recharged,1
15921,mounth,1
15922,randomly,4
15923,rusted-out,1
15924,somehwere,1
15925,wind-up,1
15926,monarch,2
15927,airbus,4
15928,a350,1
15929,silver/blue,1
15930,mountainn,1
15931,donations,7
15932,carrall,1
15933,tore,5
15934,rockers,4
15935,selves,2
15936,hella,3
15937,swam,3
15938,lofted,1
15939,`there,1
15940,armoir,1
15941,spine,1
15942,sugar-covered,1
15943,carrotts,1
15944,tenants,2
15945,scalpel,3
15946,fiedld,1
15947,mitchell,1
15948,chairing,1
15949,experts,3
15950,complexly,1
15951,focused-looking,1
15952,weighted,2
15953,basks,2
15954,sunbeam,3
15955,teri,1
15956,hatcher,1
15957,pun,2
15958,chemical,4
15959,sweeter,2
15960,paddleboards,2
15961,heffer,2
15962,decides,5
15963,restricted,6
15964,expertise,2
15965,plag,1
15966,bowlful,1
15967,pho,4
15968,kegs,5
15969,sly,2
15970,belong,6
15971,entre,5
15972,papered,9
15973,uhaul,5
15974,profits,1
15975,growers,1
15976,transp,1
15977,buster,4
15978,camoflague,2
15979,cockatiel,4
15980,uss,2
15981,enterprise,6
15982,grating,13
15983,weall,1
15984,$1650,1
15985,month,3
15986,low-light,1
15987,apathetic,3
15988,tennsi,2
15989,peelings,4
15990,fellows,3
15991,comuters,1
15992,cueing,1
15993,legal,1
15994,ox-drawn,1
15995,stonehenge,3
15996,ecup,1
15997,doecarted,1
15998,centergate,2
15999,bended,1
16000,amounts,15
16001,rainbow-colored,6
16002,chariots,4
16003,lotus,2
16004,glop,1
16005,wht,1
16006,constrained,1
16007,pitiful,1
16008,grim,1
16009,assistive,3
16010,punching,6
16011,genitals,2
16012,two-story,12
16013,selected,2
16014,bing,2
16015,budda,1
16016,tal,1
16017,toasts,4
16018,lien,2
16019,eselcator,1
16020,partway,2
16021,udders,5
16022,clipboards,1
16023,carb-laden,1
16024,dunmore,3
16025,ct,6
16026,cat-in-the-hat,1
16027,fanny,3
16028,sandpiper,3
16029,bombs,4
16030,plyers,1
16031,80,6
16032,induces,1
16033,lookng,2
16034,well-lit,22
16035,telivision,2
16036,ladles,3
16037,phrases,5
16038,flares,3
16039,kingston,1
16040,caller,1
16041,toppled,5
16042,jet-ski,1
16043,grafatti,2
16044,bradock,1
16045,reliance,1
16046,cheery,3
16047,raped,1
16048,relishing,3
16049,transept,1
16050,tike,1
16051,solution,4
16052,lust,4
16053,once,23
16054,spilt,1
16055,glued,5
16056,entertainers,3
16057,crusts,10
16058,distinctive,5
16059,nar,1
16060,sledboarding,1
16061,spar,3
16062,savana,2
16063,hlll,1
16064,tieing,3
16065,pity,1
16066,well-camouflaged,1
16067,slithers,1
16068,ulundu,1
16069,vade,1
16070,championship,2
16071,televised,3
16072,krustyo,2
16073,modifications,1
16074,scruffy-,1
16075,evolution,1
16076,pikes,2
16077,leanding,1
16078,watercrafts,2
16079,cockateil,1
16080,sap,1
16081,hairly,1
16082,portland,3
16083,timbers,1
16084,porcupine,5
16085,nests,1
16086,radioactive,2
16087,efloor,1
16088,span,6
16089,sauntering,1
16090,camden,1
16091,aparking,1
16092,renovating,1
16093,nightlight,2
16094,franklin,4
16095,porn,3
16096,raddishes,2
16097,amipifier,1
16098,fiery,4
16099,defense,5
16100,tonuge,1
16101,perfecting,3
16102,scure,1
16103,drunks,1
16104,umbralla,1
16105,sandal,7
16106,goodness,3
16107,utters,1
16108,kiteboarder,2
16109,tennis-player,1
16110,in-hand,1
16111,unnerving,1
16112,atvs,11
16113,sore,2
16114,hating,5
16115,starlike,1
16116,garish,4
16117,cuba,2
16118,retardant,3
16119,edibles,2
16120,swells,4
16121,tandoor,1
16122,doves,10
16123,collapsing,1
16124,brindle,2
16125,fishes,4
16126,high-chair,2
16127,trifold,1
16128,greenwich,5
16129,vesey,2
16130,retainer,1
16131,streetside,3
16132,oj,6
16133,peron,3
16134,seductive,4
16135,holder/speaker,1
16136,sirty,1
16137,indifferent,8
16138,flat-screen,15
16139,devised,2
16140,gaudily,2
16141,weirmarana,1
16142,uncomfortable,9
16143,tickling,2
16144,poatoes,1
16145,weary,1
16146,saratoga,1
16147,aitting,1
16148,southwestern,9
16149,billabong,3
16150,workdesk,1
16151,knee-high,1
16152,over-flowing,1
16153,observatory,3
16154,thegrass,1
16155,playinging,1
16156,tailor,1
16157,pics,15
16158,facetiously,1
16159,almanac,1
16160,fronds,4
16161,postured,1
16162,shamrocks,2
16163,emotions,2
16164,stobart,1
16165,smack,6
16166,nature-related,1
16167,one-hand,1
16168,lfoor,1
16169,filaments,2
16170,perferms,1
16171,judging,4
16172,skid,1
16173,colleagues,7
16174,dinousure,1
16175,sprinkling,12
16176,ubuntu,2
16177,knecklace,1
16178,tasters,1
16179,pastery,1
16180,fenced-off,2
16181,walska,1
16182,diamonds,2
16183,dailies,1
16184,las,8
16185,aman,4
16186,grown-up,1
16187,talon,1
16188,calzones,5
16189,gull,22
16190,infants,2
16191,elevators,3
16192,fearless,3
16193,tackles,1
16194,steeply,4
16195,burs,1
16196,#25,1
16197,municipal,5
16198,arc,6
16199,screams,1
16200,shrink,2
16201,fom,2
16202,bellow,4
16203,layne,3
16204,forceps,1
16205,delapidated,4
16206,seeley,2
16207,controlrs,1
16208,05,3
16209,saturn,4
16210,uncommon,5
16211,fajita,2
16212,revealed,3
16213,melts,1
16214,treys,5
16215,tabel,1
16216,pinup-style,1
16217,hairs,1
16218,scarve,1
16219,mold,8
16220,marionette,3
16221,buckingham,2
16222,errands,1
16223,life-saver,1
16224,received,6
16225,snowflake,3
16226,prom,9
16227,seaweeed,1
16228,absolutley,1
16229,laind,1
16230,co-pilots,1
16231,elizabeth,10
16232,snd,1
16233,dahlias,2
16234,juggler,2
16235,batons,2
16236,belly-down,2
16237,ringed,8
16238,seattle,12
16239,beattie,1
16240,colege,1
16241,graphite,1
16242,agitated,3
16243,grabbed,3
16244,cashing,1
16245,oversees,2
16246,brilliantly,4
16247,stitched,8
16248,collapsible,3
16249,intercept,8
16250,quacamole,1
16251,breadstick,3
16252,fatso,3
16253,hilarious,2
16254,lol,3
16255,delicacies,3
16256,frontier,7
16257,stream-bed,1
16258,palomino,2
16259,scrolled,4
16260,yoctangee,2
16261,reservation,3
16262,plae,5
16263,joins,5
16264,snowsuits,6
16265,counter/sink,1
16266,injury,6
16267,sheers,8
16268,sounds,3
16269,drumming,3
16270,scowl,2
16271,liners,5
16272,aglow,1
16273,shanty,1
16274,bucked,2
16275,slitting,1
16276,eich,1
16277,bugs,10
16278,jetskiing,1
16279,miotorcycle,1
16280,inclosed,2
16281,amphibious,4
16282,ata,2
16283,bargades,1
16284,illumination,2
16285,gleeful,1
16286,kneeled,5
16287,distnace,1
16288,blackbear,1
16289,warmed,5
16290,slams,1
16291,liter,6
16292,gelatin,3
16293,executes,10
16294,eggcups,1
16295,frissbee,3
16296,graceful,6
16297,dressy,5
16298,traverses,5
16299,agape,1
16300,thoroughly,4
16301,tinkers,3
16302,showering,6
16303,glistening,5
16304,89th,1
16305,mustached,5
16306,mirorror,1
16307,spindly,3
16308,computes,3
16309,trader,4
16310,admirers,1
16311,parker,3
16312,unpackaging,1
16313,reign,1
16314,baby-doll,1
16315,gaunt,1
16316,supplied,4
16317,skate-park,6
16318,slippery,6
16319,mahogany,2
16320,representation,6
16321,wields,3
16322,umbrellla,1
16323,pubs,1
16324,rickshaw,10
16325,align,2
16326,flagstone,4
16327,jet2,1
16328,dexter,1
16329,sw,5
16330,belts,3
16331,elvis,10
16332,121mph,1
16333,thighs,5
16334,absolute,1
16335,boredom,1
16336,footstools,1
16337,ruffling,2
16338,autos,5
16339,sinking,10
16340,flower-festooned,1
16341,wearign,3
16342,cry,1
16343,alerting,4
16344,dominated,3
16345,urination,2
16346,studded,4
16347,greying,1
16348,dtub,1
16349,fanciful,4
16350,fez,5
16351,wut,1
16352,morot,1
16353,loud,3
16354,red-and-white,2
16355,symbol/picture,1
16356,indeed,1
16357,takeaway,2
16358,cheeks,8
16359,semi-circular,1
16360,scuffling,1
16361,10-foot,1
16362,butchers,2
16363,hoofed,1
16364,laydoing,1
16365,flute,4
16366,ground-level,1
16367,accordian,4
16368,alking,1
16369,response,6
16370,stoone,1
16371,versions,4
16372,minding,2
16373,overripe,11
16374,topic,1
16375,rain-streaked,2
16376,imaginatively,1
16377,dragged,7
16378,automat,1
16379,sectioned-off,1
16380,fax,3
16381,printer-copier,1
16382,blowers,2
16383,hardhats,3
16384,deciding,14
16385,hot-rod,1
16386,folded-up,1
16387,messed,14
16388,paltes,1
16389,chapati,1
16390,recovey,1
16391,pumkins,2
16392,abnormally,2
16393,silver-tone,1
